hasPassword,brandPresent,domainMismatch,domainLength,domainAge,specialCharCount,hasSensitiveField,numInputs,hasFileUpload,hasOTPField,label
1,1,0,14,2918,1,1,12,0,1,0
0,1,1,11,39,4,0,2,0,1,1
1,1,0,9,2546,3,0,4,0,0,0
0,1,0,13,557,1,1,11,0,1,0
0,1,0,17,169,1,1,4,0,0,0
0,1,0,17,1889,1,1,10,0,0,0
1,0,1,7,42,0,0,3,0,0,1
0,0,0,16,865,2,1,5,0,1,0
0,0,0,10,2409,1,1,7,0,0,0
0,1,0,17,1295,1,1,4,0,0,0
1,1,0,17,4513,1,1,2,0,0,0
0,1,0,8,4772,1,1,3,0,0,0
0,1,0,6,434,2,1,6,0,1,0
0,1,0,12,144,3,1,6,0,0,1
0,1,0,14,35,0,1,4,0,0,1
0,0,0,15,3419,1,0,1,0,0,0
1,1,0,13,3511,0,0,2,0,0,0
0,0,1,10,23,5,1,6,0,0,1
0,0,1,11,105,0,0,4,0,1,1
1,1,0,14,544,1,0,3,0,0,0
0,0,1,9,1401,5,0,5,0,1,1
0,1,1,15,857,5,1,6,0,0,1
0,0,1,7,36,4,0,3,0,0,1
0,0,0,6,96,0,0,3,0,0,0
0,0,0,7,24,2,1,1,0,0,0
0,0,1,20,94,0,0,3,0,0,1
0,0,0,8,4777,3,0,2,0,0,0
1,1,1,14,179,3,0,1,0,0,1
1,1,0,9,2182,0,0,6,0,0,0
1,0,0,8,848,2,1,14,0,0,0
0,1,1,16,116,4,1,1,0,0,1
1,0,0,13,1070,1,1,8,0,1,0
0,1,0,14,861,0,1,7,0,1,0
0,1,0,13,3191,0,1,8,0,0,0
1,1,1,12,14,4,0,2,0,0,1
0,1,0,12,16,0,0,3,0,1,1
0,1,0,12,1372,0,1,4,0,1,0
0,0,0,12,4167,0,0,3,0,0,0
0,1,0,12,50,0,1,3,0,0,0
1,1,0,15,2380,0,0,4,0,0,0
1,0,0,20,1140,2,1,10,0,1,0
0,1,0,9,3434,1,1,5,0,1,0
1,1,0,17,1038,0,0,2,0,0,0
0,1,0,13,1460,2,1,10,0,0,0
0,0,1,13,120,5,0,2,0,1,1
0,1,0,14,507,0,1,5,0,0,0
0,1,0,4,4522,1,1,4,0,0,0
1,0,0,9,1261,1,1,12,0,0,0
0,1,1,8,88,3,1,8,0,0,1
1,1,0,10,1151,1,0,2,0,0,0
1,0,1,14,47,3,0,3,0,0,1
0,1,1,11,103,4,1,2,0,0,1
0,1,0,8,4012,0,1,3,0,0,0
1,1,0,16,2003,1,0,8,0,0,0
0,0,1,10,123,2,1,4,0,0,1
0,0,1,6,165,3,0,3,0,0,1
0,1,0,19,3139,3,1,5,0,1,0
0,1,0,9,3625,1,1,4,0,1,0
0,1,1,13,100,0,0,4,0,1,1
0,0,1,16,26,5,0,1,0,0,1
0,0,1,15,92,0,1,1,0,0,1
0,1,0,8,72,2,1,9,0,0,0
0,1,0,9,29,2,0,4,1,0,1
0,1,1,8,8,3,1,4,1,0,1
1,0,0,16,3406,1,1,11,0,1,0
1,1,0,12,3856,0,0,4,0,0,0
0,1,0,16,127,3,1,8,0,0,1
0,1,0,15,4336,1,1,5,0,0,0
0,0,1,18,586,5,1,7,1,0,1
0,1,0,15,1970,0,1,4,0,1,0
0,0,0,12,3467,1,0,10,0,0,0
0,1,0,17,3966,0,1,3,0,0,0
1,1,1,9,48,0,0,5,0,0,1
0,0,0,17,3444,1,0,2,0,0,0
0,1,1,13,4990,1,1,3,0,0,0
0,0,1,17,15,2,0,4,0,0,1
0,1,0,17,150,0,1,3,0,0,0
1,0,1,10,160,6,0,4,0,0,1
1,0,1,13,68,4,0,4,0,0,1
0,0,0,6,3368,2,1,6,0,0,0
1,1,0,17,3000,2,0,3,0,0,1
0,1,0,12,3289,0,1,4,0,1,0
0,1,1,6,96,0,1,6,0,0,1
0,1,0,17,3213,0,1,9,0,0,0
0,1,0,8,24,3,1,3,1,0,1
1,1,1,15,114,2,0,3,0,0,1
1,1,1,18,2778,5,0,5,0,0,1
0,1,0,7,1362,1,1,4,0,1,0
0,1,0,14,2285,3,1,11,0,0,0
1,0,0,15,1250,4,0,5,0,0,1
0,0,0,16,2707,0,0,2,0,0,0
0,0,1,12,16,4,1,7,0,0,1
1,0,0,6,3716,2,1,7,0,1,0
1,0,0,8,1699,0,1,12,0,1,0
0,1,1,17,94,3,1,3,0,0,1
0,0,0,17,3535,0,0,2,0,0,0
0,0,0,17,99,1,1,12,0,0,1
0,0,0,9,161,2,0,2,0,0,0
1,0,0,14,3044,2,1,12,0,0,0
0,1,0,16,4204,1,1,5,0,0,0
0,0,1,11,68,2,1,8,0,0,1
0,0,0,13,106,3,0,8,0,0,0
0,1,0,16,2258,0,1,5,0,0,0
1,0,1,9,1874,5,0,5,0,0,1
0,1,0,13,4613,0,1,3,0,0,0
0,0,1,12,74,4,1,7,0,0,1
0,0,0,8,2743,0,1,1,0,0,0
0,0,1,7,2413,4,1,3,0,0,1
0,1,0,14,2025,1,1,4,0,1,0
0,1,0,12,3543,0,1,6,0,1,0
0,1,0,12,2829,0,1,4,0,0,0
0,1,0,4,69,6,1,3,1,0,1
1,0,1,9,105,5,0,2,0,0,1
0,0,0,12,3570,3,0,3,0,0,0
0,1,1,12,36,2,1,4,1,0,1
0,0,0,19,4642,1,1,2,0,0,0
0,1,0,17,1073,0,1,6,0,1,0
0,0,0,11,148,2,0,8,0,0,1
1,1,0,12,1357,0,1,4,0,0,0
0,1,0,7,482,0,1,4,0,0,0
0,0,1,14,2303,6,0,5,0,0,1
1,1,0,17,3735,1,0,2,0,0,0
1,0,0,10,3594,1,1,7,0,0,0
0,0,1,14,14,5,1,8,0,0,1
1,1,1,8,145,2,0,3,0,0,1
0,1,0,11,1620,1,1,10,0,0,0
0,1,0,19,686,2,1,11,0,0,0
1,1,0,14,1172,3,1,6,0,0,0
0,0,0,12,92,0,1,2,0,0,0
0,0,0,16,2465,0,0,1,0,0,0
0,0,0,14,464,0,1,1,0,0,0
0,0,0,13,3556,0,0,1,0,0,0
0,1,0,18,48,7,1,7,1,0,1
1,1,0,15,61,0,1,4,0,0,0
0,0,0,5,4566,1,0,10,0,0,0
1,1,0,9,1912,0,0,2,0,0,0
0,0,1,13,48,0,0,9,1,0,1
1,1,0,6,2958,0,0,4,0,0,0
1,1,0,9,4051,0,0,3,0,0,0
1,0,1,5,101,0,0,4,0,0,1
0,1,0,17,3211,1,1,6,0,1,0
0,0,0,15,4433,0,0,3,0,0,0
0,0,0,13,4180,1,0,1,0,0,0
1,0,1,9,2213,0,0,6,0,0,1
0,1,0,5,903,2,1,11,0,1,0
0,1,1,7,132,6,1,6,0,0,1
1,0,1,16,118,2,0,4,0,0,1
0,1,0,16,2786,1,1,6,0,1,0
0,1,0,11,2677,1,1,5,0,0,0
0,0,1,16,2297,1,0,4,0,1,1
1,1,0,14,92,3,0,1,0,0,1
0,0,1,8,10,3,0,3,0,1,1
1,1,0,17,1270,1,1,7,0,0,0
0,1,1,8,2405,4,1,8,0,0,1
1,1,0,11,2991,0,1,6,0,0,0
1,1,0,16,58,3,0,3,0,0,1
1,1,1,15,3484,0,0,6,0,0,0
0,0,1,14,107,2,1,4,0,0,1
1,1,0,19,95,1,0,5,0,0,0
0,0,1,13,37,5,1,5,0,0,1
0,0,1,15,12,2,0,7,0,0,1
0,0,0,7,3008,1,1,3,0,0,0
1,1,1,8,549,1,0,3,0,0,0
1,1,0,9,143,0,0,9,0,0,0
0,0,0,12,2667,1,0,1,0,0,0
0,1,0,12,3582,0,1,4,0,0,0
1,0,1,14,35,5,0,6,0,0,1
1,1,0,15,2600,1,0,3,0,0,0
0,0,0,9,3874,1,1,5,0,0,0
1,1,0,12,1292,2,0,7,0,0,1
1,0,1,19,51,2,0,3,0,0,1
1,1,0,13,2255,1,1,2,0,0,0
0,1,0,17,1805,1,1,12,0,1,0
1,0,0,17,17,0,1,6,0,0,0
0,1,0,5,4520,1,1,10,0,1,0
1,1,0,5,685,1,0,12,0,0,0
0,1,1,6,102,0,0,5,0,1,1
0,1,0,12,3097,1,1,10,0,0,0
0,0,0,6,59,4,1,12,0,0,1
0,1,0,10,720,0,1,5,0,1,0
0,1,1,14,74,3,1,7,0,0,1
0,0,1,16,1509,6,1,4,1,0,1
0,0,1,10,4390,0,0,3,0,0,0
1,0,0,8,2881,2,1,14,0,1,0
1,0,1,11,167,2,0,7,0,0,1
0,1,1,17,17,0,1,6,0,0,1
1,1,0,11,1076,1,1,3,0,0,0
0,0,0,12,4740,1,1,1,0,0,0
1,0,1,17,147,2,0,6,0,0,1
0,0,1,12,79,3,0,5,0,1,1
1,1,1,13,12,2,0,7,0,0,1
1,1,0,17,4396,1,0,2,0,0,0
0,1,0,19,2800,1,1,5,0,0,0
0,1,0,14,4160,1,1,5,0,1,0
0,1,1,12,40,5,0,9,1,0,1
0,1,0,6,3240,0,1,3,0,1,0
0,0,0,8,4401,1,0,7,0,0,0
0,1,1,8,2638,4,0,2,0,1,1
0,1,0,8,1382,0,1,12,0,0,0
1,1,0,15,4047,1,0,12,0,0,0
0,0,0,9,1379,1,0,3,0,0,0
0,0,1,9,99,1,0,2,0,1,1
1,0,1,13,173,2,0,4,0,0,1
1,1,0,12,1590,0,0,3,0,0,0
0,1,1,9,129,2,1,1,0,0,1
0,0,1,9,61,6,1,3,0,0,1
1,1,0,11,1195,1,0,4,0,0,0
1,1,0,20,110,1,0,11,0,0,0
1,1,0,11,3507,1,0,2,0,0,0
0,1,0,12,1202,0,1,10,0,1,0
0,1,0,15,2802,1,1,5,0,1,0
0,0,0,14,184,3,1,2,0,0,1
0,1,0,15,121,1,1,5,0,1,0
1,1,0,5,117,2,1,14,0,1,0
0,1,0,11,1604,0,1,3,0,0,0
0,1,0,9,2511,1,1,11,0,1,0
1,1,1,7,179,5,0,7,0,0,1
1,1,0,5,1145,1,0,9,0,0,0
1,1,0,5,1120,1,0,4,0,0,0
1,1,0,14,968,0,0,4,0,0,0
0,0,1,19,140,4,1,9,0,0,1
0,0,0,8,2948,3,0,3,0,0,0
0,0,1,5,97,2,1,1,1,0,1
1,1,0,17,2988,0,0,2,0,0,0
0,0,0,7,156,2,0,10,0,0,1
0,1,0,16,3181,3,1,4,0,0,0
1,1,0,19,579,1,1,3,0,0,0
1,1,1,7,29,1,0,3,0,0,0
0,1,0,5,3908,1,1,5,0,0,0
1,1,1,15,106,0,0,6,0,0,1
0,0,1,17,118,5,0,5,0,1,1
0,0,0,15,93,4,0,2,0,0,1
0,1,1,9,33,6,1,4,1,0,1
0,1,1,9,3492,0,1,4,0,0,0
1,0,1,9,180,0,0,7,0,0,1
0,1,1,13,81,4,0,2,0,1,1
0,1,1,8,54,5,1,9,1,0,1
1,0,0,6,324,2,1,12,0,1,0
0,1,0,9,2845,0,1,5,0,0,0
0,0,1,11,909,0,1,4,0,0,1
0,0,0,12,182,0,0,7,0,0,1
1,1,0,11,1320,1,1,10,0,0,0
0,0,1,11,83,7,0,10,0,0,1
1,1,0,10,2016,0,0,2,0,0,0
0,0,0,13,4953,0,0,3,0,0,0
0,0,1,16,106,5,0,6,0,0,1
0,1,0,10,4641,0,1,5,0,0,0
0,1,1,14,61,3,1,9,1,0,1
0,1,0,17,2437,0,1,4,0,0,0
1,1,0,10,4631,1,1,11,0,0,0
0,1,0,12,3410,1,1,10,0,1,0
0,1,0,8,4727,1,1,11,0,0,0
0,0,0,9,724,0,1,2,0,0,0
0,1,1,9,114,0,0,5,0,1,1
1,1,0,7,3238,0,1,4,0,0,0
0,0,1,9,16,7,1,6,0,0,1
0,0,0,10,130,3,1,7,0,0,1
0,1,0,8,3955,1,1,14,0,1,0
1,1,0,16,968,3,0,6,0,0,1
0,1,1,9,32,2,0,3,0,1,1
1,1,0,8,4188,0,0,4,0,0,0
0,1,1,9,117,0,0,5,0,0,1
1,0,1,13,187,2,1,10,0,1,0
0,1,1,19,42,3,0,1,0,1,1
0,1,0,10,828,1,1,4,0,0,0
0,0,0,16,1330,1,0,1,0,0,0
0,1,1,17,1973,2,1,7,0,0,1
0,0,1,17,87,0,0,1,0,1,1
0,1,0,4,3100,0,1,4,0,0,0
1,0,0,8,96,1,1,11,0,0,0
1,1,0,19,2264,2,0,2,0,0,0
1,0,0,9,158,0,1,12,0,0,0
0,1,0,11,647,2,1,7,0,0,1
0,0,0,16,2516,6,0,3,0,0,1
0,0,0,7,3036,1,1,5,0,0,0
1,1,0,7,1423,2,1,12,0,0,0
1,1,1,13,42,3,0,3,0,0,1
0,0,0,16,4616,1,0,1,0,0,0
0,0,1,20,9,4,0,6,1,0,1
1,0,1,11,115,5,0,5,0,0,1
1,0,1,12,110,3,0,6,0,0,1
0,0,0,8,664,0,0,3,0,0,0
0,1,1,13,1013,5,1,2,0,0,1
1,1,0,9,2885,1,1,2,0,0,0
0,0,1,7,42,3,0,10,0,0,1
0,0,0,8,96,4,1,1,0,0,1
0,1,1,15,16,2,1,2,0,0,1
0,0,0,11,2242,2,0,5,1,0,1
0,1,0,19,3413,1,1,3,0,1,0
1,0,0,14,1007,2,1,9,0,1,0
0,0,1,11,73,3,1,8,1,0,1
0,0,0,8,676,0,1,8,0,0,1
1,1,0,8,51,1,1,4,0,0,0
1,0,1,11,172,3,0,3,0,0,1
1,1,0,13,414,1,0,2,0,0,0
0,1,0,7,115,1,0,4,0,1,1
0,1,0,12,2274,1,1,9,0,1,0
0,1,0,12,494,0,1,5,0,1,0
0,1,1,7,2282,0,0,3,0,1,1
1,1,0,15,867,1,0,12,0,0,0
0,0,1,13,151,3,0,3,0,0,1
1,1,0,8,990,3,1,7,0,0,0
0,0,1,10,102,2,0,9,1,0,1
0,0,1,8,19,0,1,6,1,0,1
1,1,0,10,3831,1,0,4,0,0,0
0,1,0,9,541,0,1,5,0,0,0
1,1,0,20,4108,1,1,2,0,0,0
1,0,0,4,881,3,1,7,0,1,0
0,0,1,18,118,0,1,2,0,0,1
0,1,1,14,18,3,1,3,0,0,1
0,0,0,6,642,4,1,7,0,0,1
0,1,0,10,1920,0,1,4,0,1,0
1,1,0,17,4846,1,0,2,0,0,0
0,1,0,13,101,6,1,8,1,0,1
1,0,0,15,119,2,1,11,0,1,0
0,0,1,16,17,4,0,8,0,0,1
1,1,0,13,49,2,1,2,0,0,0
0,1,0,6,653,1,1,4,0,0,0
0,1,1,11,117,3,0,4,0,1,1
1,1,0,17,2957,0,1,4,0,0,0
0,1,0,18,2446,1,1,3,0,0,0
1,1,0,13,89,1,0,2,0,0,0
1,1,0,14,1822,0,0,3,0,0,0
0,1,0,9,3328,0,1,3,0,1,0
0,0,1,15,133,2,0,3,0,0,1
1,1,0,12,2688,0,0,5,0,0,0
1,1,0,16,168,0,0,3,0,0,0
1,0,0,15,2344,2,1,8,0,0,0
0,1,1,16,64,3,1,4,0,0,1
0,0,1,17,1727,0,1,3,1,0,1
1,0,0,11,945,3,1,12,0,0,0
1,1,0,10,4434,0,0,3,0,0,0
0,1,0,11,1299,0,1,5,0,0,0
0,1,0,10,1938,1,1,9,0,1,0
1,0,1,9,53,3,0,6,0,0,1
0,1,0,10,124,0,1,3,0,0,1
0,0,1,19,59,1,0,5,0,1,1
1,1,1,15,177,2,0,6,0,0,1
0,1,1,16,66,6,0,5,0,0,1
0,0,1,17,2078,0,0,10,0,0,1
1,1,0,11,1232,1,0,9,0,0,0
0,1,1,13,55,3,1,3,0,0,1
0,0,0,12,2976,1,0,2,0,0,0
1,1,0,11,4328,1,1,4,0,0,0
0,0,1,13,58,0,1,9,0,0,1
1,0,0,14,264,0,1,11,0,1,0
0,1,0,16,4606,1,1,3,0,1,0
0,0,1,14,18,2,1,6,1,0,1
1,0,1,7,51,5,0,3,0,0,1
0,0,1,10,44,0,0,5,0,1,1
1,1,1,18,120,5,0,6,0,0,1
0,1,0,10,925,1,1,5,0,1,0
0,0,1,12,111,2,1,8,1,0,1
0,1,0,9,2881,2,1,6,0,1,0
1,1,0,6,733,0,1,12,0,0,0
0,1,1,12,2814,0,1,7,1,0,1
1,1,0,15,2171,0,0,3,0,0,0
0,1,0,16,3648,1,1,5,0,0,0
0,1,0,6,2956,1,1,6,0,1,0
0,0,0,12,536,0,1,5,0,0,0
0,0,0,7,68,0,1,3,0,0,1
0,1,0,6,152,2,1,3,0,0,0
0,1,1,19,21,5,0,2,0,1,1
0,0,1,10,17,7,0,10,0,0,1
0,1,1,8,31,2,1,10,1,0,1
1,0,0,16,3178,1,1,11,0,1,0
1,0,0,9,153,3,1,9,0,1,0
0,1,1,9,119,2,1,4,0,0,1
0,0,0,14,2038,0,0,3,0,0,0
0,0,0,16,171,2,1,2,0,0,1
0,1,0,13,4178,2,1,4,0,0,0
0,1,0,9,4948,2,1,5,0,1,0
0,1,0,9,2985,0,1,9,0,1,0
0,0,1,9,68,4,0,7,1,0,1
0,0,0,7,108,1,0,11,0,0,0
0,0,1,8,81,4,1,5,0,0,1
0,0,0,13,1533,1,0,9,0,0,0
0,0,1,8,137,3,0,10,0,0,1
0,0,1,10,1339,3,1,4,1,0,1
0,0,0,7,84,4,0,12,0,0,1
0,1,0,14,43,1,1,5,0,0,0
0,1,0,12,1429,1,1,3,0,0,0
0,1,0,19,54,0,1,4,0,0,0
0,0,0,8,3889,1,1,10,0,0,0
1,1,0,11,12,1,1,10,0,1,0
0,0,0,15,1131,0,1,3,0,0,0
0,1,0,13,1661,1,1,4,0,1,0
1,1,0,19,122,1,1,9,0,0,0
1,1,0,12,2009,0,1,12,0,0,0
0,0,1,7,1884,5,1,5,0,0,1
0,0,1,6,2095,5,0,4,0,0,1
1,0,0,11,1910,0,1,9,0,1,0
0,0,1,7,120,6,0,2,0,0,1
1,1,1,8,146,5,0,4,0,0,1
1,0,1,17,111,6,0,3,0,0,1
1,1,0,14,3322,0,1,4,0,0,0
1,1,1,10,96,6,0,3,0,0,1
1,0,1,12,159,3,0,7,0,0,1
0,1,1,9,29,0,1,7,0,0,1
0,0,0,17,75,3,1,5,0,0,1
0,0,1,11,1938,3,0,10,0,0,1
1,1,0,6,1826,0,0,2,0,0,0
1,1,0,12,191,0,0,10,0,0,0
1,1,0,14,4910,1,0,9,0,0,0
0,1,0,14,376,0,1,4,0,1,0
1,1,1,11,152,0,0,1,0,0,1
0,1,0,10,93,1,1,5,0,1,0
0,0,1,12,391,0,1,1,1,0,1
1,1,0,9,4139,2,0,3,0,0,0
0,1,0,12,3456,1,1,6,0,1,0
0,0,0,16,3569,1,1,2,0,0,0
0,1,0,16,3567,3,1,5,0,0,0
0,0,0,12,2220,0,0,1,0,0,0
0,1,1,14,13,4,0,3,0,1,1
1,0,0,15,1494,0,1,9,0,0,0
0,0,0,17,2790,2,1,12,0,0,0
0,0,0,6,127,6,1,8,0,0,1
0,0,0,20,2438,4,1,1,1,0,1
0,0,0,15,1325,1,0,12,0,0,0
0,1,1,12,716,2,1,6,0,0,1
0,0,0,12,1049,1,1,1,0,0,0
0,0,0,11,1259,2,1,6,0,1,0
0,1,0,8,35,0,1,12,0,1,0
1,1,0,9,4511,0,0,2,0,0,0
0,1,0,10,1748,1,1,6,0,1,0
0,1,1,18,16,0,1,4,1,0,1
0,1,1,10,79,2,0,5,1,0,1
1,1,0,13,3846,2,1,12,0,0,0
0,0,0,16,26,1,1,8,0,1,0
0,0,0,12,146,0,1,9,0,0,1
1,1,0,8,196,2,1,13,0,0,0
1,1,1,7,162,3,0,6,0,0,1
0,0,0,6,663,1,0,1,0,0,0
1,1,0,16,1018,2,0,4,0,0,0
0,1,0,18,566,1,1,4,0,1,0
0,1,1,9,20,0,0,5,0,1,1
0,1,0,11,1764,1,1,3,0,0,0
1,1,0,7,3099,0,0,3,0,0,0
0,1,0,19,2090,1,1,6,0,0,0
0,1,0,18,101,0,1,4,0,0,0
1,0,0,16,3636,1,1,12,0,1,0
1,0,0,8,19,1,1,8,0,0,0
1,1,0,4,145,0,0,3,0,0,1
1,1,0,17,24,0,1,10,0,1,0
0,1,1,14,98,0,1,5,0,0,1
0,1,0,11,1299,1,1,5,0,0,0
0,0,0,16,1653,1,0,11,0,0,0
1,1,0,11,3920,0,1,13,0,0,0
1,1,1,16,137,3,0,3,0,0,1
1,1,0,15,1884,1,0,4,0,0,0
0,1,0,12,550,0,1,6,0,1,0
0,1,1,16,97,5,1,6,0,0,1
0,1,0,13,4084,1,1,6,0,1,0
1,0,1,17,112,3,0,2,0,0,1
0,1,0,8,4938,0,1,4,0,1,0
0,0,1,13,97,4,0,5,0,1,1
0,0,1,9,80,2,0,5,0,0,1
0,0,0,20,4486,0,0,2,0,0,0
1,1,0,17,469,0,1,11,0,1,0
0,1,0,14,3187,1,1,7,0,0,0
0,1,0,18,55,0,1,3,0,0,0
0,0,1,16,2405,6,1,7,1,0,1
1,0,1,11,751,6,0,4,0,0,1
0,0,0,16,76,0,0,1,0,0,0
0,0,0,12,72,1,1,11,0,0,1
1,1,0,9,1869,0,0,3,0,0,0
0,1,1,14,106,7,0,4,1,0,1
0,0,1,8,75,7,1,3,0,0,1
1,1,0,16,642,0,0,4,0,0,0
0,0,0,10,199,0,0,2,0,0,0
0,0,0,17,3399,1,1,10,0,0,0
0,0,0,18,1832,0,1,3,0,0,0
0,1,1,9,1593,5,0,1,0,0,1
0,1,0,10,3284,0,1,5,0,1,0
1,1,0,10,4104,0,1,3,0,0,0
0,0,0,14,164,4,0,2,0,0,1
0,1,1,6,43,0,1,6,0,1,0
1,0,0,6,2038,2,1,10,0,1,0
0,1,0,18,3571,1,1,3,0,0,0
1,1,1,20,3998,1,1,2,0,0,0
0,1,1,10,30,0,0,4,0,0,1
1,0,1,15,2942,5,0,1,0,0,1
0,0,1,4,1375,5,1,3,0,0,1
0,0,1,18,111,6,1,8,0,0,1
0,1,0,5,4373,0,1,5,0,0,0
0,0,1,17,124,2,1,8,0,0,1
1,1,0,9,679,0,0,4,0,0,0
0,1,0,10,3542,0,1,6,0,1,0
0,1,1,12,89,7,1,5,1,0,1
1,1,0,9,1036,0,1,3,0,0,0
0,0,0,16,730,3,1,8,0,0,1
1,1,0,6,2207,0,0,4,0,0,0
1,0,0,12,1335,2,1,7,0,0,0
1,0,0,8,2229,1,1,14,0,0,0
0,1,0,16,1977,0,1,5,0,0,0
0,1,0,20,1407,1,1,4,0,1,0
0,1,1,19,134,3,1,8,0,0,1
0,0,0,9,147,0,1,10,0,1,0
0,0,0,9,176,2,1,2,0,0,1
0,0,0,11,25,0,0,11,0,0,0
0,0,1,8,97,1,0,1,0,1,1
0,1,0,14,3458,0,1,3,0,0,0
0,0,0,7,644,0,0,1,0,0,0
1,0,0,8,2093,2,1,6,0,0,0
0,1,1,15,11,4,0,3,0,1,1
0,0,1,12,36,5,1,4,0,0,1
0,1,0,13,2127,1,1,3,0,0,0
0,1,0,12,4168,1,1,4,0,0,0
0,0,0,15,168,1,1,7,0,0,0
0,1,1,18,51,0,0,5,0,1,1
1,1,1,4,179,2,0,3,0,0,1
1,1,1,15,98,2,0,3,0,0,1
1,1,0,12,3765,1,0,3,0,0,0
0,1,1,15,19,4,1,5,0,0,1
1,1,0,14,1417,0,0,2,0,0,0
1,1,0,8,1463,2,1,5,0,0,0
1,1,1,6,41,4,0,3,0,0,1
0,1,0,11,4316,0,1,5,0,0,0
0,0,0,15,2132,1,0,2,0,0,0
0,0,1,19,2423,1,0,2,0,1,1
1,0,1,10,32,4,0,1,0,0,1
0,0,0,7,117,1,1,10,0,0,1
0,1,1,12,123,4,0,1,0,0,1
0,0,0,8,109,0,0,3,0,1,1
0,0,0,6,4461,1,0,3,0,0,0
0,0,1,19,33,0,0,8,1,0,1
0,1,0,16,2040,0,1,6,0,1,0
0,1,1,16,20,3,1,1,0,0,1
1,0,1,11,99,6,0,1,0,0,1
0,1,0,9,902,0,1,3,0,1,0
0,1,0,11,2693,0,1,10,0,0,0
0,0,0,8,2413,0,0,3,0,0,0
1,1,0,16,4440,0,1,8,0,0,0
1,1,1,12,3994,1,0,3,0,0,0
0,0,1,8,85,3,1,3,1,0,1
1,1,0,6,4357,0,0,3,0,0,0
1,1,0,10,87,0,0,3,0,0,0
0,0,0,11,3161,0,0,1,0,0,0
0,0,1,7,91,4,0,2,0,1,1
0,1,0,20,3972,0,1,6,0,1,0
1,1,0,16,3469,1,1,13,0,1,0
0,0,1,8,145,5,0,6,0,0,1
0,0,1,9,2679,5,0,8,0,0,1
1,1,0,7,3330,0,0,2,0,0,0
1,1,0,8,2645,2,0,5,0,0,1
1,1,0,16,3465,1,1,3,0,0,0
0,0,1,17,139,0,1,4,0,0,1
0,1,1,14,60,6,1,3,0,0,1
1,0,1,15,165,4,0,7,0,0,1
0,0,0,15,3398,1,1,1,0,0,0
0,1,0,13,381,3,1,5,0,0,0
0,1,1,12,941,4,0,3,0,0,1
1,1,0,16,3037,0,0,9,0,0,0
0,0,0,20,782,2,1,8,0,0,0
0,0,0,7,193,6,1,10,0,0,1
0,1,0,7,95,0,1,4,0,0,0
0,0,1,14,129,5,0,4,0,0,1
1,1,1,11,91,5,0,6,0,0,1
0,1,0,17,1057,0,1,5,0,1,0
0,0,1,17,101,5,1,3,0,0,1
1,1,0,15,3634,3,1,11,0,0,0
0,1,0,17,145,2,0,4,0,0,1
0,0,0,9,1953,2,1,7,0,1,0
0,1,0,11,2388,1,1,4,0,1,0
0,1,0,12,2751,0,1,11,0,1,0
1,1,0,13,44,0,0,2,0,0,0
1,0,1,8,114,4,0,5,0,0,1
0,0,1,18,89,5,1,5,1,0,1
1,0,1,10,660,6,0,6,0,0,1
1,0,1,9,107,3,0,3,0,0,1
0,0,0,14,4019,1,0,8,0,0,0
1,1,0,8,548,1,0,4,0,0,0
0,1,0,9,4672,1,1,12,0,1,0
0,1,0,10,1174,1,1,3,0,1,0
0,0,0,8,2577,1,0,1,0,0,0
0,0,0,10,2617,0,0,1,0,0,0
0,0,0,17,30,4,0,1,0,0,1
1,0,1,11,137,6,0,6,0,0,1
0,0,1,5,48,2,0,5,0,1,1
0,0,1,8,45,4,0,1,0,0,1
0,1,1,11,51,2,0,9,1,0,1
1,0,1,16,20,2,0,6,0,0,1
0,1,0,19,2360,0,1,4,0,1,0
0,1,0,8,1547,0,1,3,0,1,0
0,1,0,8,3706,1,1,5,0,0,0
0,1,0,10,2655,1,1,3,0,1,0
0,0,0,16,4015,0,0,8,0,0,0
0,0,0,16,2167,1,0,3,0,0,0
1,1,1,11,4472,1,0,3,0,0,0
1,1,0,15,3468,1,0,4,0,0,0
0,0,1,8,49,5,0,5,0,0,1
1,1,0,11,120,5,0,2,0,0,1
0,1,0,10,34,2,1,10,0,1,0
0,1,0,10,1383,1,1,6,0,1,0
0,0,1,13,10,4,0,1,0,1,1
0,0,1,8,154,0,1,5,0,0,1
0,0,0,11,2777,1,0,7,0,0,0
0,1,1,8,30,3,0,5,0,1,1
0,1,0,11,2578,2,1,11,0,0,0
0,1,1,9,16,3,1,3,0,0,1
0,1,0,17,3201,0,1,3,0,1,0
0,1,1,13,145,5,1,8,0,0,1
0,1,0,12,1100,1,1,8,0,0,0
0,0,0,17,68,1,0,3,0,0,0
0,1,0,10,4413,0,1,9,0,0,0
0,0,1,17,18,1,0,4,0,1,1
0,1,0,10,72,3,1,6,1,0,1
0,0,0,10,863,1,0,1,0,0,0
0,1,0,12,68,0,1,9,0,1,0
0,1,0,11,1960,1,1,4,0,0,0
0,1,0,14,1642,0,1,3,0,1,0
1,1,0,17,1610,1,0,2,0,0,0
0,1,1,7,1808,7,1,10,1,0,1
0,0,1,13,65,4,0,3,0,0,1
0,1,0,15,2709,2,1,5,0,0,0
1,1,0,14,4933,0,0,4,0,0,0
1,0,1,19,174,0,0,3,0,0,1
0,1,0,6,154,1,1,14,0,0,0
1,1,0,11,850,1,0,2,0,0,0
